transaction_id,company_id,product_id,date,value_date,amount,exchange_rate,status,accounting_status,category,description,counterparty_id
2cb625c63c49be711b0f8aafe23b3cff,COMP_0878,PRODUCT_00573,2026-02-02 00:00:00,2026-02-01 00:00:00,23.35,1.0,booked,DISCARDED,-,LIQUIDACION INTERESES DE LA CUENTA,
450daa576d728a2b434c1446dc3c7695,COMP_0793,PRODUCT_01385,2026-07-01 00:00:00,2026-07-01 00:00:00,-51.0,1.0,booked,RECONCILIATION_COMPLETED,-,COMPRAS CON TARJETA COUNTERPARTY_08875 REST.[X] [X],
03c6291d9db18e77ba037337ce0c5614,COMP_0793,PRODUCT_06026,2026-06-08 00:00:00,2026-06-08 00:00:00,4078.0,1.0,booked,RECONCILIATION_COMPLETED,-,[NUM] FACTURACION COMERCIO     2026-06-07,
f7c722e8d6065f2e46cc4ec19dce747e,COMP_0793,PRODUCT_02457,2026-03-29 00:00:00,2026-03-29 00:00:00,12.0,1.0,booked,DISCARDED,-,ON [NUM] 2803,
3ce09bb504f8548d79d68cd40043376d,COMP_0793,PRODUCT_01385,2026-02-17 00:00:00,2026-02-17 00:00:00,-5.5,1.0,booked,DISCARDED,-,COMPRAS CON TARJETA COUNTERPARTY_08875 ASADOR [X]\[X],
3d2f1eaf908f276cc5a376a5527ee3f6,COMP_0878,PRODUCT_04892,2026-05-11 00:00:00,2026-05-05 00:00:00,-908.9,1.0,booked,RECONCILIATION_COMPLETED,-,"[REF], [TAXID]000",
7fb9dafe1e6b141c88da82d80e8ae9d0,COMP_0793,PRODUCT_04657,2026-03-02 00:00:00,2026-03-01 00:00:00,-0.24,1.0,booked,DISCARDED,-,LIQUIDACION EFECTUADA EL 01/03/2026 A NEO INSTALAC. [X] 5 5.161 7.033 1,
328a27238374fb2fc90da4f8533e368a,COMP_0793,PRODUCT_05995,2026-04-28 00:00:00,2026-04-17 00:00:00,-164.99,1.0,booked,RECONCILIATION_COMPLETED,-,"[REF], [TAXID]001",
7a28f5043665b6cca5726bcc52ee7d5e,COMP_0793,PRODUCT_04657,2026-07-14 00:00:00,2026-07-14 00:00:00,-0.31,1.0,booked,RECONCILIATION_COMPLETED,-,LIQUIDACION EFECTUADA EL 14/07/2026 A NEO INSTALAC. [X] 5 5.161 7.033 1,
eb671f9d6b7fea76388debd3c2b3325d,COMP_0793,PRODUCT_04657,2026-03-25 00:00:00,2026-03-24 00:00:00,-0.31,1.0,booked,DISCARDED,-,LIQUIDACION EFECTUADA EL 24/03/2026 A NEO INSTALAC. [X] 5 5.161 7.033 1,
b15ea92eac26d37b884213858ef70710,COMP_0793,PRODUCT_02457,2026-04-30 00:00:00,2026-04-30 00:00:00,-635.16,1.0,booked,RECONCILIATION_COMPLETED,-,"COUNTERPARTY_00354 ESPANA, [TAXID]501, [NUM]",
bc2d16c0d2d78018577ec9485bb8294f,COMP_0793,PRODUCT_06140,2026-05-10 00:00:00,2026-05-10 00:00:00,91.86,1.0,booked,RECONCILIATION_COMPLETED,-,ON [NUM] 0905,
21735227cb28d5ef4232e863de3f0c45,COMP_0793,PRODUCT_02457,2026-03-19 00:00:00,2026-03-19 00:00:00,93.12,1.0,booked,DISCARDED,-,ON [NUM] 1803,
cb026f44408226f99cc9ebe43ec7cbce,COMP_0793,PRODUCT_06140,2026-04-30 00:00:00,2026-04-30 00:00:00,288.76,1.0,booked,RECONCILIATION_COMPLETED,-,ON [NUM] 2904,
7c2f923cff087cf2abc89b8e896b0539,COMP_0793,PRODUCT_01385,2026-07-21 00:00:00,2026-07-21 00:00:00,-1.85,1.0,booked,RECONCILIATION_COMPLETED,-,COMPRAS CON TARJETA COUNTERPARTY_08875 [X] IRUN \M,
4f0aad572c29d41d6be5ff959122e694,COMP_0793,PRODUCT_04657,2026-01-30 00:00:00,2026-01-29 00:00:00,-2.82,1.0,booked,DISCARDED,-,LIQUIDACION EFECTUADA EL 29/01/2026 A NEO INSTALAC. [X] 5 5.161 7.033 1,
718815e5c8f81cd18a5c6e1f5350c80e,COMP_0878,PRODUCT_04892,2026-06-09 00:00:00,2026-06-02 00:00:00,-161.7,1.0,booked,RECONCILIATION_COMPLETED,-,"[REF], [TAXID]000",
dfde3fa73ac3cda17cbb75381e23446b,COMP_0793,PRODUCT_02457,2026-05-27 00:00:00,2026-05-27 00:00:00,257.5,1.0,booked,RECONCILIATION_COMPLETED,-,ON [NUM] 2605,
9f08d2ac62c4a45f09280d135504c116,COMP_0793,PRODUCT_04657,2026-07-06 00:00:00,2026-07-03 00:00:00,-1.83,1.0,booked,RECONCILIATION_COMPLETED,-,LIQUIDACION EFECTUADA EL 03/07/2026 A NEO INSTALAC. [X] 5 5.161 7.033 1,
4040eaa4ca4c1a44ffc41504ffc1d2df,COMP_0793,PRODUCT_02457,2026-04-16 00:00:00,2026-04-16 00:00:00,159.66,1.0,booked,RECONCILIATION_COMPLETED,-,ON [NUM] 1504,
491129493cb67cd82898d1db3ce312e9,COMP_0793,PRODUCT_04657,2026-07-29 00:00:00,2026-07-28 00:00:00,-2.0,1.0,booked,RECONCILIATION_COMPLETED,-,LIQUIDACION EFECTUADA EL 28/07/2026 A NEO INSTALAC. [X] 5 5.161 7.033 1,
580c039394e409e4fd44e3b2ca23543e,COMP_0793,PRODUCT_04657,2026-08-06 00:00:00,2026-08-05 00:00:00,-1.26,1.0,booked,RECONCILIATION_COMPLETED,-,LIQUIDACION EFECTUADA EL 05/08/2026 A NEO INSTALAC. [X] 5 5.161 7.033 1,
ed251f20f235cbf6bc1da3eaa4426808,COMP_0793,PRODUCT_01385,2026-03-25 00:00:00,2026-03-25 00:00:00,-10.3,1.0,booked,DISCARDED,-,COMPRAS CON TARJETA COUNTERPARTY_08875 BAR EL [X] \HARO\E,
0fe6eebcfb5b0ecd4bacc5658f8893ac,COMP_0793,PRODUCT_01845,2026-03-25 00:00:00,2026-03-25 00:00:00,-65.1,1.0,booked,DISCARDED,-,OBM [COMPANY],
5c1b6a24e14b135cf2a07760a6e9e279,COMP_0793,PRODUCT_04657,2026-03-23 00:00:00,2026-03-21 00:00:00,-0.4,1.0,booked,DISCARDED,-,LIQUIDACION EFECTUADA EL 21/03/2026 A NEO INSTALAC. [X] 5 5.161 7.033 1,
afb92a2811fd8f440a4b46fccb6c69ca,COMP_0878,PRODUCT_04892,2026-06-12 00:00:00,2026-06-02 00:00:00,-71.3,1.0,booked,RECONCILIATION_COMPLETED,-,"[REF], [TAXID]000",
f2f8c52f3d166cd38465a17e8d0d2d88,COMP_0793,PRODUCT_01385,2026-05-05 00:00:00,2026-05-05 00:00:00,-51.0,1.0,booked,RECONCILIATION_COMPLETED,-,COMPRAS CON TARJETA COUNTERPARTY_08875 REST.[X] [X],
d50f48fb1c8fb2dcffcda061a8192ff4,COMP_0793,PRODUCT_01385,2026-06-04 00:00:00,2026-06-04 00:00:00,-68.6,1.0,booked,RECONCILIATION_COMPLETED,-,COMPRAS CON TARJETA COUNTERPARTY_08875 REST.[X] [X],
2fde3fd77f935a729aa5386fad6c68d0,COMP_0793,PRODUCT_02457,2026-02-26 00:00:00,2026-01-02 00:00:00,-65.0,1.0,booked,DISCARDED,-,"[REF], [TAXID]002, [TAXID]002",
748f2733aec2998ad17b20b4089e785b,COMP_0793,PRODUCT_06140,2026-05-31 00:00:00,2026-05-31 00:00:00,345.41,1.0,booked,RECONCILIATION_COMPLETED,-,ON [NUM] 3005,
3ae496246aa61d6f4bfd3f8ad1f8f584,COMP_0793,PRODUCT_06599,2026-07-27 00:00:00,2026-07-27 00:00:00,-831.32,1.0,booked,RECONCILIATION_COMPLETED,-,TRF. [X],
4d390748bdcfb0957b17fc1256240540,COMP_0793,PRODUCT_06140,2026-08-03 00:00:00,2026-08-03 00:00:00,-47.54,1.0,booked,RECONCILIATION_COMPLETED,-,"[REF], [TAXID]003",
a9868d5d50063b4c3b5a5b631353dc2d,COMP_0793,PRODUCT_06140,2026-06-11 00:00:00,2026-06-11 00:00:00,676.23,1.0,booked,RECONCILIATION_COMPLETED,-,ON [NUM] 1006,
cbc5e03c921cd289e4885c5e9eaa9bbb,COMP_0793,PRODUCT_04657,2026-07-13 00:00:00,2026-07-11 00:00:00,-0.35,1.0,booked,RECONCILIATION_COMPLETED,-,LIQUIDACION EFECTUADA EL 11/07/2026 A NEO INSTALAC. [X] 5 5.161 7.033 1,
6bb725b4ab93f21d46b925276c4118a4,COMP_0793,PRODUCT_01385,2026-03-09 00:00:00,2026-02-01 00:00:00,10.0,1.0,booked,DISCARDED,-,RETROCESION DE APUNTE RETROCESION COMISIONÑGASTO,
71040d894c8fdec2aaadb6b5c3e33077,COMP_0793,PRODUCT_04657,2026-01-19 00:00:00,2026-01-18 00:00:00,-0.68,1.0,booked,DISCARDED,-,LIQUIDACION EFECTUADA EL 18/01/2026 A NEO INSTALAC. [X] 5 5.161 7.033 1,
b901b2c0e5fd7024b3924e0bd114a16c,COMP_0793,PRODUCT_02457,2026-02-19 00:00:00,2026-02-19 00:00:00,72.93,1.0,booked,DISCARDED,-,ON [NUM] 1802,
f7de5c562b3a661e7daa8cbac43fdfe5,COMP_0793,PRODUCT_01385,2026-06-04 00:00:00,2026-06-04 00:00:00,10.0,1.0,booked,RECONCILIATION_COMPLETED,-,RETROCESION DE APUNTE RETROCESION COMISIONÑGASTO,
3d7e2784d5d0bd21e8f1ece375cb4b95,COMP_0793,PRODUCT_02457,2026-01-15 00:00:00,2026-01-15 00:00:00,341.26,1.0,booked,DISCARDED,-,ON [NUM] 1401,
8498272718bb40a2ffb7e0c2f3076b13,COMP_0793,PRODUCT_02457,2026-01-19 00:00:00,2026-01-19 00:00:00,43.49,1.0,booked,DISCARDED,-,ON [NUM] 1801,
8d893d2c97022a3e456f2334e966ed5e,COMP_0793,PRODUCT_04657,2026-04-14 00:00:00,2026-04-13 00:00:00,-2.69,1.0,booked,RECONCILIATION_COMPLETED,-,LIQUIDACION EFECTUADA EL 13/04/2026 A NEO INSTALAC. [X] 5 5.161 7.033 1,
72456362ac229fb889cbca40e326b17d,COMP_0793,PRODUCT_02457,2026-01-30 00:00:00,2026-01-30 00:00:00,-36.26,1.0,booked,DISCARDED,-,"COUNTERPARTY_00354 ESPANA, [TAXID]501, [TAXID]501, [NUM]",
9a9188f7c11e5d3ba055a5b62e949bba,COMP_0793,PRODUCT_06599,2026-02-11 00:00:00,2026-02-11 00:00:00,-116.1,1.0,booked,DISCARDED,-,TRF. [X],
2e00aff9c02d216045ee849af9a469c6,COMP_0793,PRODUCT_04657,2026-04-06 00:00:00,2026-04-02 00:00:00,-0.6,1.0,booked,RECONCILIATION_COMPLETED,-,LIQUIDACION EFECTUADA EL 02/04/2026 A NEO INSTALAC. [X] 5 5.161 7.033 1,
d5ffd8424b1903559ee85075a66c3733,COMP_0793,PRODUCT_06140,2026-05-25 00:00:00,2026-05-25 00:00:00,134.44,1.0,booked,RECONCILIATION_COMPLETED,-,ON [NUM] 2405,
c47a8ac158ab47b760c3797d79048c7c,COMP_0793,PRODUCT_06140,2026-08-07 00:00:00,2026-07-01 00:00:00,-47.54,1.0,booked,RECONCILIATION_COMPLETED,-,"[REF], [TAXID]003",
2b1665cedc1c3fcb201f95a931150207,COMP_0793,PRODUCT_01845,2026-06-27 00:00:00,2026-06-27 00:00:00,-99.0,1.0,booked,RECONCILIATION_COMPLETED,-,[X] [X] P,
968b88e98da84488a41efad41120dc7f,COMP_0793,PRODUCT_04657,2026-04-09 00:00:00,2026-04-08 00:00:00,-1.95,1.0,booked,RECONCILIATION_COMPLETED,-,LIQUIDACION EFECTUADA EL 08/04/2026 A NEO INSTALAC. [X] 5 5.161 7.033 1,
d14b48685459f4d069a4e12ff13d804c,COMP_0793,PRODUCT_06140,2026-04-13 00:00:00,2026-04-01 00:00:00,-159.83,1.0,booked,RECONCILIATION_COMPLETED,-,"[REF], [TAXID]003",
df77e9cf23450f46ec7afc2875343f95,COMP_0793,PRODUCT_06140,2026-04-14 00:00:00,2026-04-01 00:00:00,-31.43,1.0,booked,RECONCILIATION_COMPLETED,-,"[REF], [TAXID]003",
f8709be85f62ece4abb77de5f129dde4,COMP_0793,PRODUCT_04657,2026-04-20 00:00:00,2026-04-20 00:00:00,-1.5,1.0,booked,RECONCILIATION_COMPLETED,-,LIQUIDACION EFECTUADA EL 20/04/2026 A NEO INSTALAC. [X] 5 5.161 7.033 1,
d740ca0de4be6ab3e66e1a799a111b85,COMP_0793,PRODUCT_06599,2026-02-11 00:00:00,2026-02-11 00:00:00,-486.08,1.0,booked,DISCARDED,-,TRF. PREST 24 [X],
1032d2722b27e5978bc63f12e7174298,COMP_0793,PRODUCT_04657,2026-05-25 00:00:00,2026-05-24 00:00:00,-0.18,1.0,booked,RECONCILIATION_COMPLETED,-,LIQUIDACION EFECTUADA EL 24/05/2026 A NEO INSTALAC. [X] 5 5.161 7.033 1,
d7d87edca09439b6bd3f70de27b9b42a,COMP_0793,PRODUCT_06599,2026-08-06 00:00:00,2026-08-06 00:00:00,-75.98,1.0,booked,RECONCILIATION_COMPLETED,-,TRF. COUNTERPARTY_01767,COUNTERPARTY_01767
1a3a8ab137d004c28fc7644b1e0a6a1a,COMP_0878,PRODUCT_04892,2026-04-14 00:00:00,2026-04-14 00:00:00,-261.09,1.0,booked,RECONCILIATION_COMPLETED,-,"fac COUNTERPARTY_01776, COUNTERPARTY_01776",COUNTERPARTY_01776
7691df1b980ed759f7e1a7bb4ae23ba5,COMP_0793,PRODUCT_01385,2026-02-17 00:00:00,2026-02-17 00:00:00,-33.2,1.0,booked,DISCARDED,-,COMPRAS CON TARJETA COUNTERPARTY_08875 ASADOR [X] \E,
fe86bc7bd214f8fb505d2ea833ba624e,COMP_0793,PRODUCT_02457,2026-04-08 00:00:00,2026-04-08 00:00:00,256.0,1.0,booked,RECONCILIATION_COMPLETED,-,ON [NUM] 0704,
98c09d54d7b6fa97e0bede083a8f7813,COMP_0878,PRODUCT_04892,2026-04-14 00:00:00,2026-04-07 00:00:00,-262.4,1.0,booked,RECONCILIATION_COMPLETED,-,"[REF], [TAXID]000",
307a7999ec085883b40476cd1612a293,COMP_0793,PRODUCT_05895,2026-01-13 00:00:00,2026-01-13 00:00:00,1653.5,1.0,booked,DISCARDED,-,[NUM] FACTURACION COMERCIO     2026-01-12,
5b156b4ce7b969fc49b5bfcfbc95c018,COMP_0793,PRODUCT_04657,2026-08-07 00:00:00,2026-08-06 00:00:00,-0.95,1.0,booked,RECONCILIATION_COMPLETED,-,LIQUIDACION EFECTUADA EL 06/08/2026 A NEO INSTALAC. [X] 5 5.161 7.033 1,
ea99ba23d3eab277e535b70dac62d406,COMP_0793,PRODUCT_04657,2026-01-27 00:00:00,2026-01-26 00:00:00,-2.19,1.0,booked,DISCARDED,-,LIQUIDACION EFECTUADA EL 26/01/2026 A NEO INSTALAC. [X] 5 5.161 7.033 1,
5ae368c85bb22b9604af7379b39fd426,COMP_0793,PRODUCT_01385,2026-03-20 00:00:00,2026-03-20 00:00:00,-2.02,1.0,booked,DISCARDED,-,COMPRAS CON TARJETA COUNTERPARTY_08875 MOVILIDAD MMD,
9d62e10a7c0490f0507e0532f7fffa07,COMP_0793,PRODUCT_01845,2026-08-26 00:00:00,2026-08-26 00:00:00,-30000.0,1.0,booked,RECONCILIATION_COMPLETED,-,"tp interno cx gen, neo instala",
149a2278d33a16580786c38a447f5d09,COMP_0793,PRODUCT_01845,2026-08-26 00:00:00,2026-08-26 00:00:00,-99.0,1.0,booked,RECONCILIATION_COMPLETED,-,[X] [X] P,
92275932004204c3c186204f4b8ef058,COMP_0878,PRODUCT_04892,2026-07-07 00:00:00,2026-07-02 00:00:00,-1813.3,1.0,booked,RECONCILIATION_COMPLETED,-,"[REF], [TAXID]000",
d1e5a5d259bf651f291bbde2c8f76bb0,COMP_0793,PRODUCT_02457,2026-03-30 00:00:00,2026-03-03 00:00:00,-96.0,1.0,booked,DISCARDED,-,"[REF], [TAXID]002",
465a16adef709f69d47b13de6604bb99,COMP_0793,PRODUCT_01845,2026-02-02 00:00:00,2026-02-02 00:00:00,2.43,1.0,booked,DISCARDED,-,P.SERV. PAG.NOMINA,
731d6ba4d5b83d6c71583f1ada5e83af,COMP_0793,PRODUCT_01845,2026-08-07 00:00:00,2026-08-07 00:00:00,-99.0,1.0,booked,RECONCILIATION_COMPLETED,-,[X] [X] P,
db8a44ca38d4ed05287a5fca229bb69c,COMP_0793,PRODUCT_06140,2026-07-13 00:00:00,2026-07-13 00:00:00,-4467.89,1.0,booked,RECONCILIATION_COMPLETED,-,"[X], [TAXID]000, [NUM]",COUNTERPARTY_02232
56ff6c22c390675a2c0888911f613733,COMP_0793,PRODUCT_04657,2026-01-21 00:00:00,2026-01-20 00:00:00,-3.54,1.0,booked,DISCARDED,-,LIQUIDACION EFECTUADA EL 20/01/2026 A NEO INSTALAC. [X] 5 5.161 7.033 1,
bb04cbce370957345e8745cb6ac763fd,COMP_0793,PRODUCT_02457,2026-04-13 00:00:00,2026-04-13 00:00:00,8.0,1.0,booked,RECONCILIATION_COMPLETED,-,ON [NUM] 1204,
9be1cc98ac93edaaf501dccf2226fb89,COMP_0793,PRODUCT_02457,2026-06-02 00:00:00,2026-06-02 00:00:00,450.0,1.0,booked,RECONCILIATION_COMPLETED,-,ON [NUM] 0106,
53e93d1e22333770ea194eee7e0f906e,COMP_0793,PRODUCT_01385,2026-04-06 00:00:00,2026-04-06 00:00:00,18.92,1.0,booked,RECONCILIATION_COMPLETED,-,COMPRAS CON TARJETA COUNTERPARTY_08875 Marketplace PCCom,
bf7f6e67ad90a5b9401bf5d57fb197d9,COMP_0793,PRODUCT_01845,2026-07-27 00:00:00,2026-07-27 00:00:00,-99.0,1.0,booked,RECONCILIATION_COMPLETED,-,[X] [X] P,
d11607127ab39aa5f6b0b4c6222e473b,COMP_0793,PRODUCT_05995,2026-02-10 00:00:00,2026-01-05 00:00:00,-210.0,1.0,booked,DISCARDED,-,"[REF], [TAXID]001",
f5a8dcaff412eb4d0c73903716b8a6d3,COMP_0793,PRODUCT_02457,2026-03-22 00:00:00,2026-03-22 00:00:00,28.0,1.0,booked,DISCARDED,-,ON [NUM] 2103,
c264bcd37761d6843edffeaaef868d71,COMP_0793,PRODUCT_04657,2026-04-15 00:00:00,2026-04-14 00:00:00,-2.19,1.0,booked,RECONCILIATION_COMPLETED,-,LIQUIDACION EFECTUADA EL 14/04/2026 A NEO INSTALAC. [X] 5 5.161 7.033 1,
15a8f94f1e1076453f5b446d796526f2,COMP_0793,PRODUCT_02457,2026-04-09 00:00:00,2026-03-03 00:00:00,-63.0,1.0,booked,RECONCILIATION_COMPLETED,-,"[REF], [TAXID]002",
cdcf4e4ebbf5a7b39dbc02729da94846,COMP_0793,PRODUCT_04522,2026-03-24 00:00:00,2026-03-24 00:00:00,41597.5,1.0,booked,DISCARDED,-,TRF. AYUNTAMIENTO DE [X] DE [X],
be961b0da8914c1a7b2576f6751b05c2,COMP_0793,PRODUCT_02457,2026-03-05 00:00:00,2026-03-05 00:00:00,-211.75,1.0,booked,DISCARDED,-,"ACT.ESP.DE [X], [TAXID]000, [TAXID]000, [NUM]",
07771cae6aaa277a96966b1e96e63774,COMP_0878,PRODUCT_04892,2026-05-13 00:00:00,2026-05-13 00:00:00,-82.66,1.0,booked,RECONCILIATION_COMPLETED,-,"fac 17568 COUNTERPARTY_25732, COUNTERPARTY_02619",COUNTERPARTY_02619
c1ecf45e1b26f04b8dd6d6f1a4de6cda,COMP_0878,PRODUCT_04892,2026-04-09 00:00:00,2026-04-09 00:00:00,-330.01,1.0,booked,RECONCILIATION_COMPLETED,-,"Fac 26FF068612 PH, COUNTERPARTY_02692",COUNTERPARTY_02692
83047e14318d8c568ae440750263aa2c,COMP_0793,PRODUCT_02457,2026-01-26 00:00:00,2026-01-26 00:00:00,-513.94,1.0,booked,DISCARDED,-,"[IBAN], [TAXID]000, [TAXID]000, [NUM]",
e9abf5763999684927106140cfec5125,COMP_0793,PRODUCT_01845,2026-08-11 00:00:00,2026-08-11 00:00:00,-6.95,1.0,booked,RECONCILIATION_COMPLETED,-,6221 Alcorcon,
1ff9e7c808066e7fdeb36e4f33ea3314,COMP_0793,PRODUCT_04657,2026-06-22 00:00:00,2026-06-20 00:00:00,-0.17,1.0,booked,RECONCILIATION_COMPLETED,-,LIQUIDACION EFECTUADA EL 20/06/2026 A NEO INSTALAC. [X] 5 5.161 7.033 1,
cdcf9ed006996e6f099d5cd8a0c386db,COMP_0793,PRODUCT_02457,2026-05-15 00:00:00,2026-05-15 00:00:00,501.37,1.0,booked,RECONCILIATION_COMPLETED,-,ON [NUM] 1405,
d58e5c24f666ba2c7a1a5a3b4862d702,COMP_0793,PRODUCT_06140,2026-05-12 00:00:00,2026-05-05 00:00:00,-154.02,1.0,booked,RECONCILIATION_COMPLETED,-,"[REF], [TAXID]003",
69a804fb6c9ffab0b58ff24658a4f765,COMP_0793,PRODUCT_04657,2026-01-30 00:00:00,2026-01-30 00:00:00,-9057.24,1.0,booked,DISCARDED,bulk_payment,REMESA DE TRANSFERENCIAS,
1f60632959cd23cd2e9b304e1e96a43c,COMP_0793,PRODUCT_01845,2026-04-30 00:00:00,2026-04-30 00:00:00,380.0,1.0,booked,RECONCILIATION_COMPLETED,cash_settlement,"INGRESO CAJERO, NEO CIEMPOZUELOS",
b7bd6a0690d869da0216f8a44ae36927,COMP_0793,PRODUCT_01845,2026-03-27 00:00:00,2026-03-27 00:00:00,870.0,1.0,booked,DISCARDED,cash_settlement,"INGRESO CAJERO, NEO CIEMPOZUELOS",
31a07f8091ba61f9cdbbab7f3872aa5a,COMP_0793,PRODUCT_01845,2026-07-03 00:00:00,2026-07-03 00:00:00,1470.0,1.0,booked,RECONCILIATION_COMPLETED,cash_settlement,"INGRESO CAJERO, NEO CIEMPOZUELOS",
9e236872c89088fa177d9cbb579a1f6e,COMP_0793,PRODUCT_04657,2026-03-24 00:00:00,2026-03-24 00:00:00,3600.0,1.0,booked,DISCARDED,cash_settlement,", ATM:[NUM] EN BANCO SANTANDER, IRUN, DE [PERSON] [X] EN CONCEPTO DE REC ART",
0657517182d2c215d939d07fffc9b622,COMP_0793,PRODUCT_06140,2026-09-01 00:00:00,2026-09-01 00:00:00,1665.0,1.0,booked,RECONCILIATION_COMPLETED,cash_settlement,INGRESO CAJERO,
16c13f199e3cc46df69a0abe6051c421,COMP_0793,PRODUCT_04657,2026-02-25 00:00:00,2026-02-25 00:00:00,2200.0,1.0,booked,DISCARDED,cash_settlement,", ATM:[NUM] EN BANCO SANTANDER, IRUN, DE [PERSON] [X] EN CONCEPTO DE REC [X]",
280b60f67ce9ba160cab3c7037446cff,COMP_0793,PRODUCT_01845,2026-03-06 00:00:00,2026-03-06 00:00:00,1900.0,1.0,booked,DISCARDED,cash_settlement,"INGRESO CAJERO, NEO CIEMPOZUELOS",
431c5d6237438764f5f36bd63be00a8c,COMP_0793,PRODUCT_01845,2026-02-13 00:00:00,2026-02-13 00:00:00,130.0,1.0,booked,DISCARDED,cash_settlement,"INGRESO CAJERO, NEO CIEMPOZUELOS, NEO CIEMPOZUELOS",
81de33582e2ea98290628a6d6585b2a3,COMP_0793,PRODUCT_01845,2026-04-02 00:00:00,2026-04-01 00:00:00,-24.0,1.0,booked,RECONCILIATION_COMPLETED,cash_withdrawal,SERV.CASH-POOLING,
463bb37a5f904703b1ee953cd7d06490,COMP_0793,PRODUCT_06140,2026-04-30 00:00:00,2026-04-30 00:00:00,455.2,1.0,booked,RECONCILIATION_COMPLETED,collection,"TRANSFER INMEDIATA, [X] [X] [X] [X], [NUM], [X] [X] [X] [X] CLPEES2MXXX, Neo Instalaciones Deportiva Pilates",COUNTERPARTY_03429
1fe381eca28fea2b008c95d654b0cb9c,COMP_0793,PRODUCT_05895,2026-03-21 00:00:00,2026-03-21 00:00:00,93.5,1.0,booked,DISCARDED,collection,[NUM] FACTURACION COMERCIO     2026-03-20,
5ddef513b61d37a30f998c63c6f808a1,COMP_0793,PRODUCT_06599,2026-03-03 00:00:00,2026-03-03 00:00:00,752.25,1.0,booked,DISCARDED,collection,[COMPANY],
af36e978568880c69b041ad6362d0f98,COMP_0793,PRODUCT_06140,2026-08-29 00:00:00,2026-08-29 00:00:00,66.4,1.0,booked,RECONCILIATION_COMPLETED,collection,"ON [NUM] 2808, COUNTERPARTY_13027",
30237f1459e9a97ecdb8717ba5d9d014,COMP_0793,PRODUCT_04657,2026-06-08 00:00:00,2026-06-08 00:00:00,1841.83,1.0,booked,RECONCILIATION_COMPLETED,collection,"TRANSFERENCIA DE C.D. NATACION [X]-IRUN [X] X, CONCEPTO Pago F310 [X] XXI.",COUNTERPARTY_03512
78441fcace8b4a822afbfa29af56721c,COMP_0793,PRODUCT_06140,2026-07-27 00:00:00,2026-07-27 00:00:00,18.76,1.0,booked,RECONCILIATION_COMPLETED,collection,"ON [NUM] 2607, COUNTERPARTY_13027",
61d163c6526bbecba1e9f1691bc00099,COMP_0793,PRODUCT_02457,2026-07-20 00:00:00,2026-07-20 00:00:00,12.0,1.0,booked,RECONCILIATION_COMPLETED,collection,"ON [NUM] 1907, COUNTERPARTY_13027",
