operation_id,company_id,document_type,issuance_date,due_date,payment_date,amount,pending_amount,currency,accounting_currency,exchange_rate,status,concept,counterparty_id
2944a59c23ab122e6c1f671de221dd44,COMP_0001,invoice,2025-10-22,2025-10-22,2025-11-10,633.85,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/172 [COMPANY] Ef 1,COUNTERPARTY_03903
4da7caf88e3aa16db6dc43d8490f5501,COMP_0001,invoice,2025-10-22,2025-10-22,2025-11-10,840.88,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/173 [COMPANY] Ef 1,COUNTERPARTY_03903
62e0839c8924cc63433aa93a0a4e3097,COMP_0001,invoice,2025-11-23,2025-12-23,2025-11-23,-149.46,0.0,EUR,EUR,1.0,paid,S.Fra /218 COUNTERPARTY_01023 Ef [REF],COUNTERPARTY_49480
67c971317eae483c487e82f0cffb30f6,COMP_0001,invoice,2025-10-15,2025-10-15,2025-10-15,-1481.04,0.0,EUR,EUR,1.0,paid,S.Fra /198 COUNTERPARTY_27064 Ef 1F25/0332,COUNTERPARTY_27064
981746790373d954b9366ccdc078da79,COMP_0001,invoice,2025-03-06,2025-03-06,2025-03-06,-418.36,0.0,EUR,EUR,1.0,paid,S.Fra /49 COUNTERPARTY_49014 Ef 1F-250265,COUNTERPARTY_49014
e28a3ba581045ecf02cfc6a018f2a61c,COMP_0001,invoice,2025-10-22,2025-10-22,2025-11-10,5082.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/178 [COMPANY] Ef 1,COUNTERPARTY_03903
e7ea5f63966a69617164a86fc2942e91,COMP_0001,invoice,2025-06-30,2025-06-30,2025-07-11,149.81,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/87 [COMPANY] Ef 1,COUNTERPARTY_03903
26da9dcdbcc2b78e6df35ef46f511976,COMP_0001,invoice,2025-05-15,2025-06-14,2025-05-22,-584.44,0.0,EUR,EUR,1.0,paid,S.Fra /[COMPANY] Ef 1CI[NUM],COUNTERPARTY_28286
366d2a4bc1e7bcf5a9208c4148bf8c28,COMP_0001,invoice,2025-01-01,2025-01-31,2025-01-01,-284.05,0.0,EUR,EUR,1.0,paid,S.Fra /17 COUNTERPARTY_07183 Ef 1L/25/[NUM],COUNTERPARTY_50543
51f962ccec13bdc3d9f1713f74217ec2,COMP_0001,invoice,2025-09-29,2025-09-29,2025-10-14,3630.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/164 [COMPANY] Ef 1,COUNTERPARTY_03903
81a0f010ce77a09e2a1dbbb484ce3ae7,COMP_0001,invoice,2025-07-24,2025-07-24,2025-07-24,5082.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/120 [COMPANY] Ef 1,COUNTERPARTY_03903
b1178527e2a6a86d1cf4f498b1ae3879,COMP_0001,invoice,2025-06-18,2025-06-18,2025-06-18,-127.29,0.0,EUR,EUR,1.0,paid,S.Fra /126 COUNTERPARTY_01678 Ef 1ES51PO23AEUI,COUNTERPARTY_48241
b33f48123fec05f9bea685a039e697e7,COMP_0001,invoice,2025-09-29,2025-09-29,2025-10-14,6655.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/154 [COMPANY] Ef 1,COUNTERPARTY_03903
bd1ebbcfc453ae7b6c785bc145aa002c,COMP_0001,invoice,2025-08-29,2025-09-28,2025-08-29,-17.58,0.0,EUR,EUR,1.0,paid,S.Fra /175 COUNTERPARTY_49050 Ef 1IC6164,COUNTERPARTY_49050
0b8c384c50f23a8c4d12627e6ca15e7d,COMP_0001,invoice,2025-01-28,2025-02-27,2025-01-28,-21.94,0.0,EUR,EUR,1.0,paid,S.Fra /16 COUNTERPARTY_01023 Ef [REF],COUNTERPARTY_49480
24b5c7352406137eeed01a3f678bbf8e,COMP_0001,invoice,2025-10-22,2025-10-22,2025-11-10,6050.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/185 [COMPANY] Ef 1,COUNTERPARTY_03903
479935ce022bf0b43a0fdfd1c5c7a3fc,COMP_0001,invoice,2025-07-24,2025-07-24,2025-07-24,1210.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/134 [COMPANY] Ef 1,COUNTERPARTY_03903
7dda04728c1906cbe46107c990fce737,COMP_0001,invoice,2025-06-22,2025-06-22,2025-06-24,-76.23,0.0,EUR,EUR,1.0,paid,S.Fra /135 COUNTERPARTY_01678 Ef 1ES5U036ABEI,COUNTERPARTY_48241
a726c3e17f0f0298c6dfa14de9b25f15,COMP_0001,invoice,2025-07-24,2025-07-24,2025-07-24,3207.71,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/91 [COMPANY] Ef 1,COUNTERPARTY_03903
c863edac948684fa35840f3dbccd630d,COMP_0001,invoice,2025-04-03,2025-05-20,2025-04-03,-42.73,0.0,EUR,EUR,1.0,paid,S.Fra /63 COUNTERPARTY_35207 Ef 111/2025/2.551,COUNTERPARTY_35207
628d37cfd5217488f620317c9fc8147a,COMP_0001,invoice,2025-10-22,2025-10-22,2025-11-10,410.58,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/176 [COMPANY] Ef 1,COUNTERPARTY_03903
69af982a960b5f8010d86b1cd41b59e4,COMP_0001,invoice,2025-06-27,2025-06-27,2025-07-11,2420.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/76 [COMPANY] Ef 1,COUNTERPARTY_03903
a7807a05d954329c32977e96e7150e76,COMP_0001,invoice,2025-12-22,2026-01-21,2026-01-05,-14520.0,0.0,EUR,EUR,1.0,paid,S.Fra /231 COUNTERPARTY_09820 Ef 17,COUNTERPARTY_09820
b8903152f3605469caacd59de790e8a8,COMP_0001,invoice,2025-08-17,2025-08-16,2025-09-11,5445.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/138 [COMPANY] Ef 1,COUNTERPARTY_03903
cab71f581b0bebb5ad6668267f7b5ddc,COMP_0001,invoice,2025-07-24,2025-07-24,2025-07-24,165.65,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/101 [COMPANY] Ef 1,COUNTERPARTY_03903
3f70d69e77dd3dcf5ffee464c9e9e567,COMP_0001,invoice,2025-04-30,2025-04-30,2025-06-09,15730.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/40 [COMPANY] Ef 1,COUNTERPARTY_03903
a55d6f1a60cca2372b72515be02467d3,COMP_0001,invoice,2025-10-28,2025-11-27,2025-11-05,-14520.0,0.0,EUR,EUR,1.0,paid,S.Fra /203 COUNTERPARTY_09820 Ef 14,COUNTERPARTY_09820
0febf943fe61cb26d03f610eb19bf3b5,COMP_0001,invoice,2025-07-24,2025-07-24,2025-07-24,12100.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/119 [COMPANY] Ef 1,COUNTERPARTY_03903
27490470c852178e2ca3aaebb9f89a8a,COMP_0001,invoice,2025-06-18,2025-06-18,2025-06-20,-14.29,0.0,EUR,EUR,1.0,paid,S.Fra /140 COUNTERPARTY_53180 Ef [REF],COUNTERPARTY_53180
d6f1c0a03849e77f5596db421015f169,COMP_0001,invoice,2025-09-29,2025-09-29,2025-10-14,1210.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/170 [COMPANY] Ef 1,COUNTERPARTY_03903
22e51404c4085160f58f4b067d21cd9e,COMP_0001,invoice,2025-07-24,2025-07-24,2025-07-24,9075.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/131 [COMPANY] Ef 1,COUNTERPARTY_03903
423c2c41616e98b01426f0c3774b9def,COMP_0001,invoice,2025-06-10,2025-06-10,2025-06-10,-27.81,0.0,EUR,EUR,1.0,paid,S.Fra /145 COUNTERPARTY_53449 Ef [REF],COUNTERPARTY_53449
1473188177c528c6038d285cc6b8d9f3,COMP_0001,invoice,2025-05-28,2025-06-20,2025-05-28,-53.15,0.0,EUR,EUR,1.0,paid,S.Fra /97 COUNTERPARTY_51086 Ef 1ES51[X],COUNTERPARTY_51086
46a06e3f8a6e52a5ba7eb752120b7b26,COMP_0001,invoice,2025-07-24,2025-07-24,2025-07-24,827.63,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/113 [COMPANY] Ef 1,COUNTERPARTY_03903
55087bba8124aa95a569944028463950,COMP_0001,invoice,2025-08-25,2025-09-24,2025-09-11,-66.63,0.0,EUR,EUR,1.0,paid,S.Fra /174 COUNTERPARTY_35207 Ef 12025/8626,COUNTERPARTY_35207
5f8710e3e50acfc6315a707422eee2f2,COMP_0001,invoice,2025-09-25,2025-10-25,2025-09-25,-12.7,0.0,EUR,EUR,1.0,paid,S.Fra /184 COUNTERPARTY_53708 Ef 1F-6828,COUNTERPARTY_53708
7bee93b8009d2bf87c2a9b6c5470efce,COMP_0001,invoice,2025-07-24,2025-07-24,2025-07-24,1858.56,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/114 [COMPANY] Ef 1,COUNTERPARTY_03903
b6aa3eb14f01d27c14e54531cd06b833,COMP_0001,invoice,2025-05-27,2025-06-20,2025-05-29,-530.1,0.0,EUR,EUR,1.0,paid,S.Fra /95 COUNTERPARTY_29075 Ef [REF],COUNTERPARTY_53772
bd506b7683584d7e7a55a1fabfdd1b59,COMP_0001,invoice,2025-08-17,2025-08-16,2025-10-14,3932.5,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/145 [COMPANY] Ef 1,COUNTERPARTY_03903
e57b5d63b5938adfb257e8f4b2bd40f1,COMP_0001,invoice,2025-09-29,2025-09-29,2025-10-14,5082.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/156 [COMPANY] Ef 1,COUNTERPARTY_03903
f8364c31578f073eeecce88930346ee9,COMP_0001,invoice,2025-06-20,2025-06-20,2025-06-23,-26.77,0.0,EUR,EUR,1.0,paid,S.Fra /134 COUNTERPARTY_01678 Ef 1ES5[X],COUNTERPARTY_48241
156623bce54c1c2ca5b77766746fc7c3,COMP_0001,invoice,2025-07-24,2025-07-24,2025-07-24,4598.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/126 [COMPANY] Ef 1,COUNTERPARTY_03903
28da69dc9aef654a73dffa8baaef88ed,COMP_0001,invoice,2025-08-31,2025-08-31,2025-08-31,-93.53,0.0,EUR,EUR,1.0,paid,S.Fra /177 COUNTERPARTY_51811 Ef 1C[NUM]-0825,COUNTERPARTY_51811
2d1892c3d02ecf8d0774bbdc15600613,COMP_0001,invoice,2025-06-05,2025-06-05,2025-06-09,152.46,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/58 [COMPANY] Ef 1,COUNTERPARTY_03903
ad245a036c74df8919b82893ef37e814,COMP_0001,invoice,2025-05-28,2025-06-20,2025-05-28,-53.15,0.0,EUR,EUR,1.0,paid,S.Fra /99 COUNTERPARTY_51086 Ef 1ES51[X]0AEUI,COUNTERPARTY_51086
b4a84f46c42f395f029c31492246f63e,COMP_0001,invoice,2025-05-22,2025-06-20,2025-05-26,-65.5,0.0,EUR,EUR,1.0,paid,S.Fra /91 COUNTERPARTY_51086 Ef 1ES51[X],COUNTERPARTY_51086
0dafb8955c41c9c267b29c9dbd56bb40,COMP_0001,invoice,2025-06-27,2025-06-27,2025-07-11,1815.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/69 [COMPANY] Ef 1,COUNTERPARTY_03903
88aa7aef951ec4b3901b3524d69b738a,COMP_0001,invoice,2025-06-02,2025-06-02,2025-06-03,-125.6,0.0,EUR,EUR,1.0,paid,S.Fra /106 COUNTERPARTY_01678 Ef 1ES51J2[X],COUNTERPARTY_48241
ce9453f6968e822eb23f2394a450680c,COMP_0001,invoice,2025-07-24,2025-07-24,2025-07-24,1506.11,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/99 [COMPANY] Ef 1,COUNTERPARTY_03903
d3bfd2c5713bb3b793a5d5599f9630a9,COMP_0001,invoice,2025-07-24,2025-07-24,2025-07-24,253.14,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/94 [COMPANY] Ef 1,COUNTERPARTY_03903
3a8dd54bac0e141bfed75faa3f6e3e68,COMP_0001,invoice,2025-07-24,2025-07-24,2025-07-24,363.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/104 [COMPANY] Ef 1,COUNTERPARTY_03903
8779513fa0fbe71b9c36f795c9029627,COMP_0001,invoice,2025-09-29,2025-09-29,2025-10-07,-7260.01,0.0,EUR,EUR,1.0,paid,S.Fra /187 COUNTERPARTY_08037 Ef 116,COUNTERPARTY_08037
b8fac28da193b6b395696ec27929f758,COMP_0001,invoice,2025-12-15,2026-01-14,2025-12-23,-1237.14,0.0,EUR,EUR,1.0,paid,S.Fra /[COMPANY] Ef 1CI[NUM],COUNTERPARTY_28286
f20b68295bf1732620bae783be4e307e,COMP_0001,invoice,2025-06-27,2025-06-27,2025-07-11,2420.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/75 [COMPANY] Ef 1,COUNTERPARTY_03903
14f3792ca833eda43d2c3fc36f2968ce,COMP_0001,invoice,2025-11-22,2025-12-22,2025-11-28,-194.11,0.0,EUR,EUR,1.0,paid,S.Fra /[COMPANY] Ef 1ZB25-[NUM],COUNTERPARTY_28286
8b82424dda069ad843867772f662e692,COMP_0001,invoice,2025-04-30,2025-04-30,2025-05-07,1815.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/38 [COMPANY] Ef 1,COUNTERPARTY_03903
db6aaf4d7e571945f7461ea884bd87d8,COMP_0001,invoice,2026-02-04,2026-02-04,2026-02-04,-512.12,0.0,EUR,EUR,1.0,paid,S.Fra /14 COUNTERPARTY_53300 Ef 10SW/[NUM],COUNTERPARTY_54710
42e8d51471d679ca4a94a02eda222aa6,COMP_0001,invoice,2025-06-23,2025-07-23,2025-06-23,-149.46,0.0,EUR,EUR,1.0,paid,S.Fra /136 COUNTERPARTY_01023 Ef [REF],COUNTERPARTY_49480
a63d002170df775163a60607c7b80068,COMP_0001,invoice,2026-01-30,2026-03-01,2026-02-06,-7260.0,0.0,EUR,EUR,1.0,paid,S.Fra /7 COUNTERPARTY_26899 Ef 11,COUNTERPARTY_26899
cc33bc5658aa6d4b108d776ec73660d8,COMP_0001,invoice,2025-10-22,2025-10-22,2025-11-10,7260.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/184 [COMPANY] Ef 1,COUNTERPARTY_03903
281e6d9660b3903d47b747c96938651f,COMP_0001,invoice,2025-06-10,2025-06-10,2025-06-10,-31.97,0.0,EUR,EUR,1.0,paid,S.Fra /121 COUNTERPARTY_01678 Ef 1DS-AEU-INV-ES-2025-[NUM],COUNTERPARTY_48241
44052ae1dd6d7b91b60dc3411025f86b,COMP_0001,invoice,2025-07-24,2025-07-24,2025-07-24,963.18,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/93 [COMPANY] Ef 1,COUNTERPARTY_03903
e08affb9abbd62981f794c60be3683d3,COMP_0001,invoice,2025-06-10,2025-06-10,2025-07-11,290.38,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/64 [COMPANY] Ef 1,COUNTERPARTY_03903
0635dd9fc64578cb11f2a8771b567c40,COMP_0001,invoice,2025-06-08,2025-06-08,2025-06-08,-337.59,0.0,EUR,EUR,1.0,paid,S.Fra /116 COUNTERPARTY_01678 Ef 1ES51[X],COUNTERPARTY_48241
ae8291f752fd016e9546cb35c7e24555,COMP_0001,invoice,2025-09-29,2025-09-29,2025-10-07,-7260.0,0.0,EUR,EUR,1.0,paid,S.Fra /186 COUNTERPARTY_26899 Ef 117,COUNTERPARTY_26899
236bedd4e347259d957231443985105e,COMP_0001,invoice,2025-05-22,2025-06-21,2025-05-29,-194.11,0.0,EUR,EUR,1.0,paid,S.Fra /[COMPANY] Ef 1ZB25-[NUM],COUNTERPARTY_28286
39788c506a0ef93695916cdf8b913942,COMP_0001,invoice,2025-06-10,2025-07-10,2025-06-10,-114.9,0.0,EUR,EUR,1.0,paid,S.Fra /154 COUNTERPARTY_55410 Ef [NUM],COUNTERPARTY_55410
3c856389c64cb853fdace67c1228bdbd,COMP_0001,invoice,2026-02-16,2026-03-18,2026-02-16,-98.67,0.0,EUR,EUR,1.0,paid,S.Fra /18 COUNTERPARTY_24926 Ef [NUM]/5/26/000507,COUNTERPARTY_55414
4a5546b8cc1511897f917f733cf0e571,COMP_0001,invoice,2025-06-12,2025-06-12,2025-06-16,-19.98,0.0,EUR,EUR,1.0,paid,S.Fra /123 COUNTERPARTY_55418 Ef [REF],COUNTERPARTY_55418
7a33de6248813582e98278496b22c9ec,COMP_0001,invoice,2025-01-23,2025-02-22,2025-01-23,-101.48,0.0,EUR,EUR,1.0,paid,S.Fra /14 COUNTERPARTY_01023 Ef [REF],COUNTERPARTY_49480
9420843b93f5ecfa7d9370501c1184f5,COMP_0001,invoice,2025-07-24,2025-07-24,2025-07-24,1227.41,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/102 [COMPANY] Ef 1,COUNTERPARTY_03903
53f95eca1aa262d296e1e83f18524f47,COMP_0001,invoice,2025-08-23,2025-09-22,2025-08-23,-149.46,0.0,EUR,EUR,1.0,paid,S.Fra /172 COUNTERPARTY_01023 Ef [REF],COUNTERPARTY_49480
7f8cb0728035cb5d895b2e42862a63c5,COMP_0001,invoice,2025-07-24,2025-07-24,2025-07-24,726.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/107 [COMPANY] Ef 1,COUNTERPARTY_03903
375b6a1b357fcf31cb651ccae7e5e308,COMP_0001,invoice,2025-07-24,2025-07-24,2025-07-24,2722.5,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/130 [COMPANY] Ef 1,COUNTERPARTY_03903
501c33aa26d67eba918ae7591e4385d8,COMP_0001,invoice,2025-10-15,2025-11-14,2025-10-23,-1356.29,0.0,EUR,EUR,1.0,paid,S.Fra /[COMPANY] Ef 1CI[NUM],COUNTERPARTY_28286
